X,X14.3.3_beta,X14.3.3_epsilon_Caution,X14.3.3_zeta,X4E.BP1,X4E.BP1_pS65,X4E.BP1_pT37_T46,X4E.BP1_pT70,X53BP1,A.Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl.a.Tubulin..Lys40._Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha.Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin.1,Annexin_VII,AR,ASNS,ATM,B.Raf_Caution,B.Raf_pS445,Bad_pS112,Bak_Caution,Bap1.c.4,Bax,Bcl.2,Bcl.xL,Beclin_Caution,beta.Catenin,beta.Catenin_pT41_S45,beta.Actin_Caution,Bid_Caution,Bim.CST2933.,Bim.EP1036.,BRCA2_Caution,c.Jun_pS73,c.Kit,c.Met_Caution,c.Met_pY1235,c.Myc_Caution,C.Raf.BD610151._Caution,C.Raf.MP05.739.,C.Raf_pS338,Caspase.7_cleavedD198_Caution,Caspase.8_Caution,Caveolin.1,CD20._Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin.7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di.Ras3_Caution,DJ.1,Dvl3,E.Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER.alpha,ER.alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS.1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK.3.BETA_Caution,GSK3.alpha.beta,GSK3.alpha.beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4.BetIHC.00108._Caution,MEK1,MEK1_pS217_S221,MIG.6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin.IIa.pS1943,N.Cadherin,N.Ras,NDRG1_pT346,NF.kB.p65_pS536_Caution,NF2_Caution,Notch1,P.Cadherin_Caution,p14.Arf.BetA300.340A._Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38.alpha.MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62.Lck.ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI.1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K.p110.alpha_Caution,PI3K.p85,PKC.alpha,PKC.alpha_pS657_Caution,PKC.delta_pS664,PKC.pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1.2.3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP.2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5.alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB.1,YB.1_pS102
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.101888,-0.234394,0.309327,0.129002,0.016497,-0.182942,-0.315813,0.113303,-0.330852,-0.592818,-0.376294,0.247218,-0.127574,0.822417,0.363491,-0.976704,-0.276771,-0.898313,0.004137,-0.094065,-2.044773,-0.526059,-0.13671,0.875412,0.363534,1.377287,0.629837,0.143227,0.201149,0.838362,0.172639,3.331528,-0.391134,0.226194,-3.409263,-0.364117,-0.062681,0.012676,3.7524,3.207414,-0.0952,0.380097,-0.089764,-0.055118,0.140648,0.907041,0.915439,0.532793,-0.070364,-0.341401,-0.700806,-3.649832,1.054937,-0.170244,-1.119841,0.079525,1.297439,0.510209,0.742971,0.12846,-0.141355,-0.662676,0.755849,0.586606,-0.464741,-0.14959,0.181698,-0.012139,0.643904,0.480523,-1.48998,-0.126311,0.60453,-1.453338,-0.877509,0.094329,0.742972,0.66168,-0.161078,0.462059,-0.560095,0.098354,0.441482,0.196848,-0.998586,0.906223,-0.039976,0.059659,-0.711679,-0.637564,-0.489306,-0.72397,-0.931031,0.094002,0.195066,-0.491996,-0.353966,-1.823509,-1.023571,-1.069603,0.052796,-0.354945,-0.151115,-1.007458,-0.427023,0.07074,0.039427,0.201725,0.097238,0.3376,0.871832,-1.651191,-0.33185,0.195113,0.162778,-1.280484,-0.132776,0.074696,0.584164,0.664785,-0.257292,-0.594132,0.160202,-1.03981,-0.567712,-0.245098,0.033436,0.683613,0.118755,-0.430243,-0.98041,0.144081,-0.670182,1.1273,-0.144579,0.41438,0.107407,0.236441,0.364573,-0.5394,-1.298393,1.168675,-0.51435,0.705112,0.135953,-0.514748,-0.96637,0.927169,-1.729405,0.778477,0.646947,0.007963,0.144185,-0.288629,-0.141244,0.097927,2.034107,-0.333545,-0.455262,0.032999,-0.013211,0.080218,-0.064008,0.43482,-0.322959,0.338593,0.97527,-0.437408,0.286494,0.701569,0.093503,1.422779,2.436276,0.931358,0.563615,0.017073,1.037281,-2.740761,-2.12353,-0.390967,-0.134783,0.620692,-0.331748,-0.49165,0.033703,0.400854,0.395743,0.359419,-0.363651,-1.193523,1.96281,-1.851275,-0.482188,-0.70405,0.800763,1.10209,5.068605,-0.2225,-0.884421,0.173518,-0.428041,-0.19454,-0.116855,0.130312,-0.144054,5.020619,-1.545014,-1.844759,-0.34776,0.575109,-0.583313,-2.80325,-0.200751,0.218311
NCIH2029_LUNG,0.040077,0.031553,0.232106,-0.10886,-0.294332,-0.053836,-0.385155,-0.11836,0.085529,0.485702,0.200707,1.025372,0.058088,-0.008783,-0.536438,-0.015531,0.239489,0.56064,0.796953,0.256321,-1.140414,0.221588,0.085031,0.333973,0.438773,0.629613,0.270121,0.079194,0.114685,0.196511,0.369807,1.488477,-0.248508,-0.214064,0.686807,0.185435,-0.474519,-0.196865,1.371853,1.241834,-0.096545,-0.032135,3.285074,-0.097605,0.011935,-1.292468,1.143237,0.739435,0.296666,-0.08435,-0.366233,-2.386615,0.004007,0.194098,-0.675699,-0.093107,0.000736,-0.051413,-0.202329,0.033455,0.114576,2.293939,-0.183509,-0.046889,-0.198479,0.319229,0.837342,0.138384,0.363225,-0.236771,2.505537,-0.355538,-0.559353,-0.747156,0.439534,-0.019711,0.088815,0.229867,0.169175,0.169935,-0.102296,0.123008,-0.234932,0.068981,-1.422813,0.39949,-0.317866,0.476125,-0.605935,-0.387929,0.853597,-0.137939,0.292099,0.662917,0.322134,0.75893,0.991509,-1.195974,-0.161125,-0.122485,0.028585,0.801863,-0.004604,2.908391,1.131916,-0.276575,-0.315843,-0.164543,0.18194,0.188343,-0.553817,-0.283552,-0.425578,-0.188206,-0.068157,0.019721,0.046286,0.0509,0.472915,0.472421,0.488513,0.324472,-0.67778,-0.531092,-0.044831,0.033443,0.798106,0.027703,-0.51827,-0.816544,0.085557,0.806543,-0.639828,1.272769,-0.070323,0.10715,-0.269575,-0.036936,-0.766164,-0.249694,0.067323,-0.379514,-0.111435,1.104901,0.115419,0.696534,-0.657926,0.184176,-0.773393,-0.221152,0.409041,0.105019,-0.046499,-0.617412,-0.226636,0.008222,-0.338381,-0.782608,-1.49529,-0.064097,0.499387,-0.035528,0.239476,-0.067639,-0.299796,-0.320553,-0.089178,0.426163,-0.017817,-0.427376,0.246365,-0.579043,-1.344507,-0.05229,0.167089,0.151475,1.522998,-0.996576,-0.79209,-0.152795,-0.272822,0.103678,0.038132,0.401329,0.437897,0.148322,-0.697137,0.00995,-0.319734,0.695111,0.298606,0.036219,1.090863,0.359561,2.134608,0.030671,3.798999,-0.550569,0.263704,-0.56355,-0.343698,0.141525,0.129657,0.332125,0.351655,-0.372488,-0.691549,-0.966425,-0.11197,0.14944,-0.97657,-2.390312,-0.484974,-0.045944
SNUC2A_LARGE_INTESTINE,-0.075611,0.103289,-0.16242,-0.178085,-0.299843,-0.357688,-0.034223,0.325034,0.118978,0.156512,-0.334317,-0.457225,0.019605,0.034104,0.555954,-0.516403,-0.324172,0.180076,0.34522,0.677409,1.496803,0.066578,-0.295799,-0.765492,-1.098548,0.683867,0.504054,0.465476,0.00036,-0.03062,-0.515969,0.084188,0.269347,-0.101822,0.89377,0.067417,-0.473018,0.030328,-0.053159,0.047992,0.093476,-0.181074,0.330753,-0.201289,-0.108567,-0.71833,0.008933,0.526085,-0.214323,0.330594,0.027359,0.522397,0.066638,-0.022347,0.683309,-0.122233,-0.147785,0.370351,0.474404,-0.214831,-0.176687,2.909254,-0.137602,0.006561,-0.248871,0.596455,0.258728,-0.068813,0.296112,-0.102442,3.500026,0.938112,-0.132709,0.416208,0.20054,-0.049558,0.05374,-0.270896,-0.157758,0.067903,0.346645,0.555174,0.26981,-0.497877,-0.850216,0.661129,0.030619,0.135685,-0.275038,-0.105072,1.229074,1.223556,-0.602079,0.074881,0.44691,0.283938,0.132013,1.347189,0.681706,1.104962,-0.039748,-0.166119,0.024268,0.131618,-0.044819,-0.542888,0.209068,0.031511,0.534359,-0.095467,0.151447,-0.111076,1.079489,0.180864,0.362238,-0.125624,0.470454,-0.21011,-2.018167,-2.423998,0.369623,0.18071,-0.362223,0.893215,-0.103386,-0.335399,-0.352935,-0.268795,0.75442,0.101785,0.244501,1.902977,-1.132185,0.029878,-0.035864,-0.182521,-0.082561,0.090304,0.678262,1.678913,-0.762441,0.187837,0.121945,0.834492,-0.197504,0.070724,-0.701853,-0.126775,-0.488315,0.000107,0.412248,0.047275,0.053404,0.043399,0.19927,0.103459,0.140775,0.361458,0.40856,-0.160456,-0.096859,0.054335,-0.080494,-0.091141,0.630877,-0.194696,1.57504,1.108506,-0.761629,0.129789,0.369846,0.237144,0.612289,-1.448072,-0.294522,-0.283274,1.211184,1.497583,1.635095,0.014685,-0.307648,-0.107514,-0.018471,-0.068706,-0.200892,0.278516,-0.034275,-0.012955,0.072136,-0.091065,-0.357092,-0.001906,0.386469,-0.483808,0.25121,-0.232415,1.401653,-0.159353,-0.9767,-0.135097,-0.143354,-0.477262,0.529441,0.017075,-0.04347,-0.112578,0.872977,2.520665,0.173554,0.027384,-0.177227,0.29703,-0.056703,-0.070758
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.048882,-0.153747,-0.005984,-0.723183,-0.13628,-0.548217,-0.392114,0.358376,-0.124022,-0.057836,0.141928,-0.147611,-0.002813,0.050409,-0.478811,-0.996016,-0.390191,-1.127218,-0.271332,-0.405683,-2.206712,0.03256,-0.112662,0.547776,0.277159,0.920672,0.281197,-0.304271,0.233529,0.092701,0.389641,0.635499,-0.212382,0.172297,-3.998568,-0.210172,0.193106,0.121282,2.011612,1.694128,-0.03656,0.040838,-0.119648,-0.022064,0.158781,1.575346,0.198592,0.244771,0.236458,0.060117,-0.054178,-3.352813,1.926313,-0.056753,-0.861888,0.499362,1.496765,0.429104,0.84599,0.152433,0.580742,-0.247121,-0.151884,0.810424,-0.452325,-0.792702,0.419808,0.008378,1.202581,-0.248921,-1.587909,0.7646,0.896148,-1.344739,-0.560457,0.048856,0.400102,0.89292,-0.118692,0.195695,-0.05345,-0.532456,0.468754,0.558043,-1.433583,0.448838,-0.497781,0.151917,-0.985184,-0.648791,-1.856003,1.102741,-0.820104,-0.390657,-0.148692,-0.094688,-0.176166,-1.309309,-0.449645,-0.824863,0.056422,-0.235431,-0.106412,-0.70243,-0.088198,-0.159858,0.258829,-0.089421,-0.130649,-0.294159,0.922028,0.020941,-0.091972,0.378219,0.449452,-0.287642,-0.144344,0.055595,0.827829,0.950155,0.009563,0.186656,-0.049824,0.017599,-0.45915,-0.015471,-0.436407,0.008157,-0.035483,-0.417017,-0.462088,1.782266,-0.30199,-0.014786,-0.048224,0.339125,-0.152621,-0.280005,-1.029523,0.770222,0.259859,0.281631,1.3567,0.098521,-0.007624,-0.131482,-0.910967,0.249,-1.775795,0.677068,0.835637,0.17752,0.168163,0.106299,0.0276,-0.175599,0.918918,-0.129974,-1.079237,0.148124,0.246155,0.373582,0.090744,0.177506,0.469564,0.251913,-0.156617,0.114649,0.197753,0.891929,0.097575,0.533905,1.378812,0.532972,-0.236515,0.094356,0.300954,1.837718,2.417938,-0.317567,0.277778,0.531717,-0.375336,-0.344667,-0.303949,-0.20023,-0.100499,0.202256,-0.069573,-1.013078,2.446165,-0.329517,-1.110132,-0.597465,-0.430916,0.548302,4.502655,-0.251649,0.06381,0.461898,-0.445231,-0.264192,-0.028087,0.335515,0.205417,4.81571,-1.129778,-2.189426,0.438423,-0.282909,-1.248268,-3.182423,0.032599,-0.175815
SKMEL1_SKIN,0.069008,-0.02933,0.002632,0.441862,0.512527,0.510385,0.184761,-0.520661,0.01188,0.604526,0.164823,-0.668894,0.140275,0.128045,0.738573,-0.482463,-0.464942,0.311999,0.281267,1.331047,-1.272975,-0.058728,0.12317,0.221453,1.753744,0.481172,0.293548,0.408299,-0.110339,-0.064696,0.374606,0.176441,0.366293,0.447381,1.041781,0.383885,-0.875477,-0.163225,-0.742395,-0.358708,-0.325488,-0.425465,4.685158,0.067928,-0.122734,-0.6435,-0.090232,-0.312039,-0.223749,-0.285007,-0.33761,-1.405309,-0.157429,0.088722,-0.337904,-0.371578,-0.13869,-0.022124,-0.249628,-0.028986,0.310332,-0.117116,0.361258,-1.481307,0.67149,-0.22999,-0.309911,-0.173307,0.581581,-0.051657,2.448906,-0.448357,-0.662838,-0.533599,-0.073044,0.095061,-0.009699,-1.248096,0.251839,0.249046,-0.141346,-0.006579,-0.377006,0.849027,0.057499,-0.581359,-0.589574,0.074877,-0.07548,0.013067,2.329239,1.079207,-0.063249,0.163614,-0.151672,-0.1623,-0.123882,-0.887172,-0.380895,0.908128,-0.142703,-0.219623,0.02745,0.72689,1.31571,0.045857,-0.045502,-0.362191,0.457755,-0.330228,-0.202591,0.271055,-0.314478,-0.082369,0.382979,0.772346,0.042888,-0.02172,-0.316339,-0.981089,0.785968,0.656248,-0.349858,-0.915553,-0.307001,0.043714,2.737645,0.308867,-0.011,0.218846,0.043895,0.397297,0.200213,0.108582,-0.212078,0.199704,-0.274858,-0.193347,-0.704022,-0.321215,0.607347,0.182882,0.614048,-0.645558,-0.056338,0.242273,0.783659,-0.100206,0.339795,-0.657434,-0.022504,0.281991,0.438037,0.108466,-0.252827,0.204916,0.872621,-0.250412,-0.313396,-0.093623,0.32579,-0.227706,0.332157,-0.382072,0.075992,0.180901,1.298406,-0.099796,-0.117201,-0.680197,0.596314,-0.354405,-1.269961,-1.274312,0.204153,0.379695,-0.64711,1.155361,0.542808,0.10087,-0.241183,-0.302843,-0.336204,0.253883,-0.293485,-0.315701,-0.233702,0.101433,0.129795,1.701957,0.273081,1.206056,-0.562916,0.062819,1.807624,-0.078552,-2.966719,0.222592,1.801545,1.208938,-0.533128,0.104867,-0.451756,0.298467,0.182007,-0.562897,-1.989067,-1.261239,-0.214118,-0.017443,0.577501,1.478311,-0.219725,0.862302
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.004186,0.111328,0.451711,0.496563,-0.466086,-0.801139,-0.258729,0.203829,-0.122751,-0.311919,-0.832789,-0.162088,0.172172,0.044518,0.025482,0.210046,-0.179864,-0.958759,-0.118157,-0.521178,-1.47791,-0.024807,0.321292,-0.718499,0.007656,0.887941,0.647284,-0.105919,0.146126,0.712649,-1.370995,1.027539,-0.402712,0.007292,-4.060074,-0.219918,-0.139343,0.051421,0.523071,0.336214,-0.282778,0.104539,0.161135,-0.317766,0.124154,0.02388,0.89529,0.542376,0.299363,-0.027319,-0.162278,-3.466026,0.022461,0.113611,-0.380855,-0.35243,0.806101,0.717923,0.255219,-0.244218,0.04479,-0.543617,0.350572,0.269992,-0.661644,-0.433845,0.281699,0.113658,0.479534,-0.729641,-1.074593,0.04738,-1.435534,-1.37169,-0.701522,0.129806,0.705827,-0.887088,-0.058386,-0.043345,-0.066653,0.004407,0.852263,-1.442788,-0.982357,0.090483,0.046661,0.316021,-0.683907,-0.444512,-1.47649,1.49841,2.072315,0.396611,0.208282,-0.330035,-0.160405,-1.767655,-0.531987,-1.006511,-0.011415,-0.085846,-0.192754,2.933027,0.053492,0.032879,-0.191399,0.755217,0.07766,0.488082,3.699368,-1.176001,-0.39581,1.462617,0.336973,-0.626779,-0.21109,0.135623,-2.711277,-2.054404,-0.035149,-0.319876,0.151054,-0.537669,-0.437433,0.216972,-0.877833,-0.538114,-0.304308,1.848872,-0.86952,-0.891064,-0.283715,0.426394,0.211429,0.090941,0.28291,0.348405,-0.632972,0.009874,-1.482842,0.856319,-0.582374,0.284839,0.041481,-0.86063,-0.542006,0.087805,-0.383152,1.390796,0.322115,0.049362,0.05172,-0.441932,-0.195082,0.692873,1.05127,1.439824,1.572307,0.438394,0.260856,-1.44113,-0.024129,-0.054811,-0.02593,-0.615641,2.101407,0.011069,0.018398,0.594246,0.008183,0.888514,1.275405,0.327057,0.271864,-0.251066,0.428625,-3.457997,-3.012165,-0.142264,0.054139,0.395432,-0.355252,0.466802,0.585314,0.281646,-0.144179,0.085784,-0.149801,-0.850741,1.887505,0.182426,-0.242974,-0.379032,1.860273,1.480579,-1.748682,-0.284352,-0.394675,-0.203497,-0.414639,-0.136625,-0.024503,-0.030155,-0.164925,5.816412,-0.574948,-2.210208,-0.126675,0.302897,-0.812224,-3.072737,-0.159327,-0.608215
DU4475_BREAST,-0.1796,0.13904,0.215091,0.324853,0.077344,-0.238779,0.098976,0.776042,-0.202546,0.379887,0.095818,-0.425592,-0.166017,0.518192,1.218075,-1.087248,-0.538469,-0.478771,-0.083235,0.780107,-1.600481,0.083224,-0.189652,-0.103099,-0.140821,0.978787,0.417488,0.158656,0.13753,0.256093,0.029198,0.171458,-0.410543,-0.279953,1.485479,-0.148561,-0.690579,-0.022315,0.781826,0.673897,-0.31904,0.002509,0.065805,0.362595,0.060008,-0.262929,0.598011,0.443063,-0.109542,1.101507,0.254835,-3.0816,-0.095068,-0.219557,-0.101136,-0.433833,0.579402,-0.145212,-0.496965,-0.317521,0.153573,0.696571,0.028558,0.188644,-0.174607,1.507299,1.25592,-0.043841,0.672356,-0.208986,2.114749,-0.402694,-0.898642,-1.293557,-0.844647,0.016926,0.586146,-0.071506,-0.136233,0.177039,0.006648,-0.054951,-0.376633,1.35548,-1.196525,-0.112344,-0.436035,-0.066384,-0.109753,-0.538384,0.852931,0.296149,-0.276559,0.661608,0.238359,0.280122,0.357711,-1.539456,-0.705641,0.024841,0.022534,-0.153805,-0.289238,2.280856,-0.072432,0.415019,-0.30289,-0.078923,0.533313,-0.602832,-0.06349,0.942641,-0.126012,0.503608,0.242145,1.30361,-0.278384,-0.036747,0.784004,1.226708,0.004684,-0.132392,-0.181897,-0.87676,-0.550389,-0.204825,0.142382,-1.204431,-0.350966,2.2277,0.351232,0.242587,-0.184693,0.309689,-0.093695,-0.030742,0.367798,0.665946,-0.093065,-0.263537,-1.11805,-0.14423,-0.302546,0.804785,0.424125,0.797753,0.779611,0.85795,-1.154598,0.353289,1.960171,0.161031,0.301383,0.109602,-0.275194,-0.033528,0.14269,2.522819,2.297715,1.303006,1.62192,-0.520383,-0.048099,-0.385336,-0.470248,-0.43017,-0.37762,1.459134,0.064845,-0.413988,-0.291762,-0.651463,0.428424,0.384968,0.331717,-0.234891,1.158938,-1.215722,-1.967621,-0.145476,-0.024083,0.130142,0.421953,-0.060426,-0.247605,0.114426,0.16333,-0.064188,0.395955,0.436103,0.656366,0.856826,-0.524936,-0.5959,0.714887,0.928703,4.843485,-0.486973,-0.413626,-0.385939,-0.259466,0.881242,-0.179553,0.319495,-0.40891,4.003459,-0.634562,3.856702,-0.32643,-0.395935,-0.904689,-3.45847,-0.251527,0.013273
NCIH508_LARGE_INTESTINE,0.05875,-0.168866,-0.008955,-0.382809,-0.892301,-1.665983,-0.503892,-0.017351,0.78428,0.029499,-0.685488,0.782263,0.352203,0.012568,-1.427281,0.492108,0.2991,0.249013,-0.150708,0.287179,-0.59336,0.123433,0.065429,-0.374846,-0.020226,-0.64223,-0.248346,0.148838,-0.030051,-0.212378,-0.881196,0.38777,0.198572,0.063101,1.765594,0.482108,-0.477153,-0.180742,-0.369989,-0.303651,0.477825,-0.154931,0.078756,-0.013696,-0.184397,-0.183212,-1.680115,-1.307063,-0.460988,0.462016,0.126465,-2.133794,0.092011,0.863765,0.621395,1.676939,-0.595461,-0.137728,0.034175,0.112114,-0.550933,3.11087,-0.596881,-2.027658,0.753581,-0.246833,0.089719,0.06451,-0.509071,-0.201739,3.810605,-0.226306,-0.275907,-0.672352,1.418787,-0.155153,-0.270488,-0.853202,0.835381,-0.059864,0.328867,-0.412816,0.137785,-0.862244,-0.605638,-0.953006,0.6298,0.235401,-0.521084,-0.224786,-1.224918,0.059484,0.05872,-0.290415,-0.517346,0.110817,0.263829,1.255547,1.008397,0.485529,0.005728,0.350519,0.258027,-0.001389,1.144668,-0.037783,0.040029,0.275377,-0.033216,-0.033436,0.216027,0.925168,0.792051,-0.043545,-0.703323,0.052935,-0.308759,0.082198,-0.709323,-0.843572,-0.145543,-0.008241,-0.081788,0.216413,-0.040332,0.341601,0.220113,-0.507249,-0.361019,0.180855,0.341553,0.054329,-0.48089,0.561029,0.726204,-0.248858,-0.260361,-0.473297,0.383357,1.395018,-0.421816,-0.234097,-0.334692,0.071174,0.098191,1.027394,-0.399689,-0.006109,-0.820047,-0.546654,1.053727,-0.036316,-0.10318,-0.363866,0.22198,-0.087748,0.333947,-0.76016,-0.51079,-0.261824,0.113956,-1.103427,0.182949,-0.516513,0.292441,0.506338,0.122395,1.956726,0.364704,-0.088303,-0.065147,-0.041028,-0.891171,0.15732,-0.114021,-0.311202,0.095549,-0.33779,-1.33927,0.137195,0.096347,-0.130319,0.74974,0.591333,-0.22666,0.054231,-0.30621,0.557641,0.099661,-0.000481,-0.012699,0.265385,0.177654,0.135769,0.216859,-0.465354,2.460722,-0.482191,0.152904,1.272459,-0.24144,-0.215569,0.067134,-0.494337,0.271576,2.073594,-0.602667,3.64304,0.198974,-0.139161,-0.347299,-0.51082,-0.039025,-0.275758
SKUT1_SOFT_TISSUE,-0.38503,-0.158057,-0.373066,0.051475,0.798427,0.517144,0.202651,-0.061138,-0.48717,-0.346422,-0.124723,0.430026,-0.440378,-0.089379,-0.089787,2.919957,2.679142,-0.681182,-0.244492,-0.440177,2.590357,-0.300997,-0.366809,-0.079688,-0.483399,-0.191371,-0.383496,0.093343,-0.061797,0.054542,-0.908312,-0.72575,-0.367564,-0.215025,-2.038684,-0.144959,0.346447,-0.185651,-0.92932,-0.681262,-0.461993,0.734389,-0.093052,0.342806,-0.068726,0.711326,0.661856,0.532331,0.046956,-0.277141,-0.348889,0.974407,-0.196956,-0.070342,-1.455431,-0.041939,0.990525,0.44285,0.391166,0.15079,0.461081,-0.803864,0.560241,1.310694,0.155212,0.678027,0.038108,-0.05298,-0.137381,0.806808,-1.657322,-0.165603,-0.208238,-0.258908,-0.912016,-0.232528,0.369957,0.578399,-0.301233,-0.082598,-0.376276,0.083393,0.150945,-0.437636,-0.503438,0.600785,0.432007,-0.327799,0.630969,-0.608557,-0.52265,-0.738371,-0.906777,0.244663,0.151689,0.828524,0.634085,0.039874,-0.232779,-0.146088,-0.064387,-0.195107,-0.607358,0.345971,-0.212378,-0.892802,0.107368,-0.417967,-0.051654,0.134108,0.13828,1.067785,-0.286694,0.402184,0.425539,0.15731,1.577948,-0.251784,-3.248838,-1.892251,-0.514081,-0.169386,0.07887,0.679071,-0.825118,0.020008,1.597805,0.803212,0.999521,0.527518,-0.747399,2.996044,0.174745,-0.397328,-0.153441,0.102349,0.116946,0.2243,0.787856,2.162956,-0.229516,0.628775,1.674032,0.052989,0.126577,0.979984,-0.589728,-0.151017,0.272351,0.372699,-0.681048,0.154983,0.248507,-0.185392,-0.296137,-0.173729,0.590143,-0.401606,-0.154508,-0.166005,0.11269,0.072349,-0.45622,1.43577,-0.647856,-0.115332,-2.852062,-0.623478,-0.617614,0.538634,-0.403532,-1.138104,-2.205039,0.470986,-0.924669,-0.122374,0.193011,1.336886,1.424948,-0.478792,0.840467,0.192178,-0.419258,-0.038803,-0.774079,0.232714,0.093962,0.145492,-0.217275,0.218453,-0.163249,0.241306,0.670947,0.564413,0.95893,0.873007,-1.988603,0.501021,-0.129938,0.121354,0.424198,0.400614,0.149688,-0.109475,0.501816,-0.237135,0.144467,1.380078,-0.34663,0.023256,0.229998,0.76883,0.168938,0.068952
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.246867,0.019338,0.269088,-0.168174,0.366603,0.32644,-0.004586,-0.795499,-0.091108,-0.771787,-1.187826,-0.147875,-0.01916,-0.301106,-0.548759,-1.438044,-0.497668,-0.680405,-0.415454,0.2285,-1.573312,0.172413,-0.001773,-3.714263,0.825706,0.883616,0.515675,0.035471,0.108518,0.142211,0.689728,2.381312,-0.120501,0.01138,-3.018536,0.024903,0.197688,-0.071392,0.470374,0.291454,0.054718,-0.253633,-0.206778,-0.060343,0.039925,-0.016435,0.303024,-0.070108,-0.25945,0.798345,0.304009,1.319308,0.212437,1.924386,-0.559791,-0.30758,0.779263,0.748378,0.48371,-0.106163,-0.33367,-0.515696,-0.284849,-0.953076,-0.017187,-1.12938,0.357444,0.053008,0.068776,-0.207008,-1.367221,-0.146315,-0.123272,-1.266246,1.296673,-0.053768,-0.047953,-0.484877,-0.143646,-0.011147,-0.000347,-0.346452,0.003426,-0.736985,-0.054243,0.060831,0.065025,0.00139,-0.579258,-0.665061,2.66229,0.21993,-0.256384,-0.145458,-0.001743,-0.726076,-0.439619,-0.539115,0.934822,-0.646234,0.14398,-0.122288,-0.103458,-0.43718,0.066673,-0.079604,0.513621,1.193956,0.139494,-0.707223,1.070037,-1.482339,0.624226,0.985412,0.281976,-0.646952,-0.106541,0.104439,0.241122,0.00279,-0.249026,0.020754,0.082346,-0.101878,-0.388213,0.149422,-0.266173,-0.867424,-0.411382,-0.11149,-0.489553,0.185727,-0.105239,0.496115,0.213519,-0.073766,0.148677,-0.241341,0.637894,-0.526458,-0.742209,0.227993,1.424317,0.256158,0.280769,-0.66938,-0.205552,0.369163,-0.63407,0.218286,1.226677,0.126077,-0.019267,-0.632556,0.129543,0.218669,1.784355,-0.401332,-0.594475,0.231522,0.521313,-0.297065,0.357791,-0.153678,2.085756,1.357906,0.977297,-0.31742,-0.485386,0.201442,-0.42968,0.84324,1.457482,0.031015,0.376529,0.087462,0.298429,-0.797021,-0.200753,-0.247583,0.012775,0.384447,1.888249,3.530331,0.139242,0.497496,0.213741,-0.018961,-0.023642,-0.600814,1.7397,-0.070032,-0.261606,0.761985,0.835469,0.864004,4.024597,-0.435368,-1.074413,-0.210501,-0.507882,0.073515,-0.205902,-0.054699,-0.329182,5.23545,-0.820596,-2.246319,0.107952,0.159597,-0.702369,-3.264891,-0.081008,-0.334216
